1.347402,0.195775,-2.447984,0.761455,0.267473,-0.208135,acc
0.379388,0.304037,-0.597074,0.339444,-0.385524,-0.287977,unacc
1.38311,-0.388156,-1.959213,0.255477,0.477048,-0.184219,acc
0.230358,0.924145,0.940205,0.140341,-0.439835,-1.604461,unacc
-0.371522,0.743421,0.694341,0.333028,-2.171977,0.603478,unacc
-0.496373,0.155297,2.013659,-1.653367,1.05811,-0.184983,unacc
0.993485,-1.746889,1.692568,0.32684,1.076808,-0.560581,unacc
-2.005284,1.75164,0.134767,0.173806,-0.21681,0.287233,unacc
-0.405648,-1.165478,-0.057294,0.508864,-0.767476,-2.06304,unacc
-0.814925,0.088363,-0.336728,2.4155,-0.695154,0.679209,unacc
-0.039196,-0.737962,1.38846,-0.764723,-2.203417,0.53261,unacc
0.63586,0.046796,-1.902507,-0.450617,0.102249,-1.177835,acc
0.404117,-0.877725,0.159343,-0.501408,-1.387296,1.522643,unacc
0.398147,-1.273502,0.157052,0.150136,1.494378,-0.910504,unacc
0.130989,1.667448,-1.601011,-0.595695,-0.666893,-0.293992,unacc
-0.190652,0.465123,0.768367,2.037947,1.038044,0.050223,good
-0.694744,1.4228,-0.109903,0.862905,0.942498,-0.278215,unacc
0.179233,0.966525,-0.302931,-0.39282,-0.922393,-0.612831,unacc
-0.111138,-0.763451,1.533209,1.030579,1.930485,-1.015859,acc
-2.273513,1.462898,-0.548874,-0.77495,0.434089,0.307566,unacc
-1.158457,-0.95905,-0.70503,-2.130087,-0.949126,-0.119403,unacc
0.888696,-1.372894,0.123438,1.188787,-0.554747,-0.400662,unacc
0.937144,-0.985255,0.60719,0.119378,0.859018,0.872172,unacc
1.44853,-0.173788,0.355855,0.599185,0.487373,1.517017,unacc
0.331144,1.00496,-1.895153,0.136569,-0.130024,0.030863,vgood
0.191426,-0.098245,-0.355823,-1.942525,-1.459089,1.540544,unacc
-1.047446,-0.78431,-0.531596,0.960766,0.16532,0.723458,unacc
-0.221689,-1.706542,0.073966,1.231953,-1.177186,0.489641,unacc
-0.366306,0.024166,0.536584,0.007328,-2.436746,0.162355,unacc
-1.072403,-0.922385,2.206645,-1.07294,-0.930588,0.125164,unacc
2.513008,-0.517016,-0.995566,-0.302842,0.362485,1.177221,unacc
-1.199381,0.344136,-1.036044,-1.29841,-0.893933,0.297804,unacc
0.075133,-1.515432,-0.535015,-0.632104,0.251063,1.98653,unacc
0.947092,1.52075,-1.8597,-0.703074,-0.806265,-0.857843,unacc
-2.073358,0.800411,-0.843016,-0.042685,0.970958,0.63242,acc
